title,author,year,citation
Zebrafish as a visual and dynamic model to study the transport of nanosized drug delivery systems across the biological barriers,Soo-Young Lee,2017,14
Age-based causes and clinical characteristics of immediate-type food allergy in Korean children,Soo-Young Lee,2017,13
Matrix Metalloproteinase-8 Inhibition Prevents Disruption of Blood–Spinal Cord Barrier and Attenuates Inflammation in Rat Model of Spinal Cord Injury,Soo-Young Lee,2018,12
Novel Kunitz-like Peptides Discovered in the Zoanthid ,Soo-Young Lee,2018,12
Lysosomal Ca2+ signaling regulates high glucose-mediated interleukin-1β secretion via transcription factor EB in human monocytic cells,Soo-Young Lee,2017,12
Multi-model-based interactive authoring environment for creating shareable medical knowledge,Soo-Young Lee,2017,11
"Engineering the Charge Transport of Ag Nanocrystals for Highly Accurate, Wearable Temperature Sensors through All‐Solution Processes",Soo-Young Lee,2017,11
Preoperative statins are associated with a reduced risk of postoperative delirium following vascular surgery,Soo-Young Lee,2018,10
Randomized response techniques for a multi-level attribute using a single sensitive question,Soo-Young Lee,2018,10
Blood heavy metal concentrations in pregnant Korean women and their children up to age 5 years: Mothers' and Children's Environmental Health (MOCEH) birth cohort study,Soo-Young Lee,2017,10
"Spirosoma daeguensis sp. nov., isolated from beach soil",Soo-Young Lee,2017,10
Overview of the kISMET project on intermediate-scale hydraulic fracturing in a deep mine,Soo-Young Lee,2017,10
"Discovery of a ROCK inhibitor, FPND, which prevents cerebral hemorrhage through maintaining vascular integrity by interference with VE-cadherin",Soo-Young Lee,2017,10
 (L.) DC,Soo-Young Lee,2017,10
Performance of basic kinematic thresholds in the identification of crash and near-crash events within naturalistic driving data,Soo-Young Lee,2017,10
A failure prediction of Al7075-T6 cold roll forming process using GISSMO damage model,Soo-Young Lee,2017,9
", a bacterium resistant to gamma radiation",Soo-Young Lee,2017,9
" sp. nov., Isolated from Soil in South Korea",Soo-Young Lee,2018,8
Designing metallic and insulating nanocrystal heterostructures to fabricate highly sensitive and solution processed strain gauges for wearable sensors,Soo-Young Lee,2017,8
‐induced apoptosis via antioxidant activity and up‐regulating heme oxygenase‐1 gene expression in primary rat hepatocytes,Soo-Young Lee,2017,8
Clinical characteristics and causative food types of immediate-type cow's milk and egg white allergy in children,Soo-Young Lee,2017,8
Accelerator physics,Soo-Young Lee,2018,7
Inhibitory effects of betulinic acid on LPS-induced neuroinflammation involve M2 microglial polarization via CaMKKβ-dependent AMPK activation,Soo-Young Lee,2018,7
Emotional end-to-end neural speech synthesizer,Soo-Young Lee,2017,7
"Evaluation in zebrafish model of the toxicity of rhodamine B‐conjugated crotamine, a peptide potentially useful for diagnostics and therapeutics",Soo-Young Lee,2017,7
Draft genome sequence of the Tibetan medicinal herb ,Soo-Young Lee,2017,7
N-propargyl caffeamide (PACA) ameliorates dopaminergic neuronal loss and motor dysfunctions in MPTP mouse model of Parkinson’s disease and in MPP+-induced neurons via promoting …,Soo-Young Lee,2018,6
 through Transcriptome Sequencing,Soo-Young Lee,2018,6
Propitious therapeutic modulators to prevent blood-spinal cord barrier disruption in spinal cord injury,Soo-Young Lee,2017,6
iCBLS: An interactive case-based learning system for medical education,Soo-Young Lee,2018,5
Development and psychometric testing of the triggers of Suicidal Ideation Inventory for assessing older outpatients in primary care settings,Soo-Young Lee,2017,5
Phytochemical and chemotaxonomic study on Dianella ensifolia (L.) DC,Soo-Young Lee,2017,5
Differences in prevalence of Lymphovascular invasion among early gastric cancers between Korea and Japan,Soo-Young Lee,2017,5
" sp. nov., Isolated from Soil from Jeju Island, Korea",Soo-Young Lee,2018,4
" sp. nov., isolated from soil on Jeju Island, South Korea",Soo-Young Lee,2018,4
Matrilin‐3 codelivery with adipose‐derived mesenchymal stem cells promotes articular cartilage regeneration in a rat osteochondral defect model,Soo-Young Lee,2018,4
Sichuan pepper attenuates H,Soo-Young Lee,2017,4
"Zebrafish: a promising in vivo model for assessing the delivery of natural products, fluorescence dyes and drugs across the blood-brain barrier",Soo-Young Lee,2017,4
Two new flavans from the roots of ,Soo-Young Lee,2017,4
"Microhomology-mediated end joining: Good, bad and ugly",Soo-Young Lee,2018,3
Tanshinone I prevents atorvastatin-induced cerebral hemorrhage in zebrafish and stabilizes endothelial cell–cell adhesion by inhibiting VE-cadherin internalization and actin …,Soo-Young Lee,2018,3
"Acetylcholine precursor, citicoline (cytidine 5′‐diphosphocholine), reduces hypoglycaemia‐induced neuronal death in rats",Soo-Young Lee,2017,3
Droplet evaporation based self-cleaning humidification device,Soo-Young Lee,2017,3
kISMET: Stress analysis and intermediate-scale hydraulic fracturing at the Sanford Underground Research Facility,Soo-Young Lee,2017,3
Development of Optimization Algorithm for Solving Reconfigurable Planning Problem in RMS,Soo-Young Lee,2017,3
"Spirosoma migulaei sp. nov., isolated from soil",Soo-Young Lee,2017,3
O,Soo-Young Lee,2017,3
Advances in Cognitive Engineering Using Neural Networks.,Soo-Young Lee,2017,3
Microhomology-mediated end joining induces hypermutagenesis at breakpoint junctions,Soo-Young Lee,2017,3
Treatment efficiency and stability of skeletal Class III malocclusion with a surgery‐first approach,Soo-Young Lee,2018,2
" sp. nov., isolated from soil",Soo-Young Lee,2018,2
Discovery of a Novel ERp57 Inhibitor as Antiplatelet Agent from Danshen (Salvia miltiorrhiza),Soo-Young Lee,2018,2
Pro-angiogenic effects of Ilexsaponin A1 on human umbilical vein endothelial cells in vitro and zebrafish in vivo,Soo-Young Lee,2017,2
Substantial protection against MPTP-associated Parkinson's neurotoxicity in vitro and in vivo by anti-cancer agent SU4312 via activation of MEF2D and inhibition of MAO-B,Soo-Young Lee,2017,2
A long-lived phosphorescence iridium (III) complex as a switch on-off-on probe for live zebrafish monitoring of endogenous sulfide generation,Soo-Young Lee,2017,2
Prevalence and causes of childhood urticaria,Soo-Young Lee,2017,2
Absorbent article having enhanced leakage protection,Soo-Young Lee,2018,1
A novel compound DT-010 protects against doxorubicin-induced cardiotoxicity in zebrafish and H9c2 cells by inhibiting reactive oxygen species-mediated apoptotic and autophagic …,Soo-Young Lee,2018,1
A dual-functional luminescent probe for imaging H2S in living zebrafish and discrimination hypoxic cells from normoxic cells,Soo-Young Lee,2018,1
Chemically Designed Metallic/Insulating Hybrid Nanostructures with Silver Nanocrystals for Highly Sensitive Wearable Pressure Sensors,Soo-Young Lee,2017,1
Improvement of the two-fluid momentum equation using a modified Reynolds stress model for horizontal turbulent bubbly flows,Soo-Young Lee,2017,1
Rescoring of n-best hypotheses using top-down selective attention for automatic speech recognition,Soo-Young Lee,2017,1
"Spirosoma flavus sp. nov., a novel bacterium from soil of Jeju Island",Soo-Young Lee,2017,1
The optimal duration of ischemic preconditioning for renal ischemia-reperfusion injury in mice,Soo-Young Lee,2017,1
The effect of heritability and host genetics on the gut microbiota and metabolic syndrome,Soo-Young Lee,2017,1
 DG5B,Soo-Young Lee,2017,1
Large-scale linear support vector regression,Chih-Jen Lin,2012,40792
Dual coordinate descent methods for logistic regression and maximum entropy models,Chih-Jen Lin,2011,40644
Machine learning software: design and practical use,Chih-Jen Lin,2012,40617
Product title classification versus text classification,Chih-Jen Lin,2012,40586
A simple and easy-to-use support vector machines tool for classification [Eb/Ol],Chih-Jen Lin,2008,6890
"An ensemble of three classifiers for kdd cup 2009: Expanded linear model, heterogeneous boosting, and selective naive bayes",Chih-Jen Lin,2009,819
LIBLINEAR-A Library for Large Linear Classification.(2008),Chih-Jen Lin,2008,541
Novel models and ensemble techniques to discriminate favorite items from unrated ones for personalized music recommendation,Chih-Jen Lin,2011,537
A bayesian approximation method for online ranking,Chih-Jen Lin,2011,339
LIBSVM: A library for support vector machines,Chih-Jen Lin,2011,302
A study on l2-loss (squared hinge-loss) multiclass svm,Chih-Jen Lin,2013,241
Active learning strategies using svms,Chih-Jen Lin,2010,235
A dual coordinate descent method for large-scale linear SVM,Chih-Jen Lin,2008,230
Iterative scaling and coordinate descent methods for maximum entropy models,Chih-Jen Lin,2010,209
A linear ensemble of individual and blended models for music rating prediction,Chih-Jen Lin,2012,202
A fast parallel SGD for matrix factorization in shared memory systems,Chih-Jen Lin,2013,199
A revisit to support vector data description,Chih-Jen Lin,2013,175
Experiences and lessons in developing industry-strength machine learning and data mining software.,Chih-Jen Lin,2012,167
Training and testing low-degree polynomial data mappings via linear SVM,Chih-Jen Lin,2010,144
Large-scale kernel rankSVM,Chih-Jen Lin,2014,143
"J. Lin,“LIBSVM: a library for support vector machines,”",Chih-Jen Lin,2011,131
Package ‘recosystem’,Chih-Jen Lin,2017,125
Low-degree polynomial mapping of data for svm,Chih-Jen Lin,2010,119
Developing a similarity index for static camouflaged target detection,Chih-Jen Lin,2014,111
Large-scale spectral clustering with mapreduce and mpl,Chih-Jen Lin,2011,103
Feature engineering and classifier ensemble for KDD cup 2010,Chih-Jen Lin,2010,99
Recent advances of large-scale linear classification,Chih-Jen Lin,2012,98
Large-scale logistic regression and linear support vector machines using spark,Chih-Jen Lin,2014,86
Feature ranking using linear SVM,Chih-Jen Lin,2008,82
A learning-rate schedule for stochastic gradient methods to matrix factorization,Chih-Jen Lin,2015,77
Warm start for parameter selection of linear classifiers,Chih-Jen Lin,2015,57
Comparison of feature selection methods for cross-laboratory microarray analysis,Chih-Jen Lin,2013,57
Study on,Chih-Jen Lin,2014,54
Low power and low cost sensor hub for transportation-mode detection,Chih-Jen Lin,2013,52
LIBSVM: A library for support vector machines,Chih-Jen Lin,2011,49
Peer-reviewed Publications,Chih-Jen Lin,2010,41
LIBSVM—A Library for Support Vector Machines [online],Chih-Jen Lin,2016,39
Effective string processing and matching for author disambiguation,Chih-Jen Lin,2014,38
Distributed newton methods for regularized logistic regression,Chih-Jen Lin,2015,37
""" LIBSVM: a library for support vector machines,"" ACM Transactions on Intelligent Systems and Technology, 2: 27: 1--27: 27, 2011",Chih-Jen Lin,2011,37
Cross-generation and cross-laboratory predictions of Affymetrix microarrays by rank-based methods,Chih-Jen Lin,2008,34
Combination of feature engineering and ranking models for paper-author identification in KDD Cup 2013,Chih-Jen Lin,2015,31
Fast matrix-vector multiplications for large-scale logistic regression on shared-memory systems,Chih-Jen Lin,2015,30
Limited-memory common-directions method for distributed optimization and its application on empirical risk minimization,Chih-Jen Lin,2017,24
Incremental and decremental training for linear classification,Chih-Jen Lin,2014,24
A comparison of optimization methods for large-scale 11-regularized linear classification,Chih-Jen Lin,2009,22
Parallel dual coordinate descent method for large-scale linear classification in multi-core environments,Chih-Jen Lin,2016,21
Large-scale linear ranksvm,Chih-Jen Lin,2014,21
Libshorttext: A library for short-text classification and analysis,Chih-Jen Lin,2013,21
A comparison of optimization methods and software for large-scale l1-regularized linear classification,Chih-Jen Lin,2010,21
Active learning and experimental design with SVMs,Chih-Jen Lin,2011,20
Subsampled Hessian Newton methods for supervised learning,Chih-Jen Lin,2015,19
Parallel spectral clustering in distributed systems,Chih-Jen Lin,2010,17
An improved glmnet for l1-regularized logistic regression,Chih-Jen Lin,2012,16
Distributed newton methods for deep neural networks,Chih-Jen Lin,2018,15
"A practical guide to support vector classification, 2010",Chih-Jen Lin,2016,15
LIBMF: a library for parallel matrix factorization in shared-memory systems,Chih-Jen Lin,2016,14
Field-aware factorization machines for CTR prediction,Chih-Jen Lin,2016,13
LIBSVM,Chih-Jen Lin,2011,13
A unified algorithm for one-cass structured matrix factorization with side information,Chih-Jen Lin,2017,12
Decomposition algorithm model for singly linearly-constrained problems subject to lower and upper bounds,Chih-Jen Lin,2009,12
Careful Use of Machine Learning Methods Is Needed for Mobile Applications–A Case Study on Transportation-mode Detection,Chih-Jen Lin,2013,11
LIBSVM: a library for support vector machines. ACM Transactions on Intelligent Systems and Technology,Chih-Jen Lin,2012,11
LIBSVM: A Library for Support Vector Machines. 2011,Chih-Jen Lin,2018,10
Large linear classification when data cannot fit in memory,Chih-Jen Lin,2012,10
LIBSVM: A library for support vector machines,Chih-Jen Lin,2011,9
A study on trust region update rules in Newton methods for large-scale linear classification,Chih-Jen Lin,2017,8
Expression of HOXB genes is significantly different in acute myeloid leukemia with a partial tandem duplication of MLL vs. a MLL translocation: a cross-laboratory study,Chih-Jen Lin,2011,8
Parallel spectral clustering,Chih-Jen Lin,2008,8
Selection of negative samples for one-class matrix factorization,Chih-Jen Lin,2017,7
Iteration complexity of feasible descent methods for convex optimization,Chih-Jen Lin,2014,6
Parameter Selection for Linear Support Vector Regression,Chih-Jen Lin,2019,5
Naive Parallelization of Coordinate Descent Methods and an Application on Multi-core L1-regularized Classification,Chih-Jen Lin,2018,5
Limited-memory Common-directions Method for Distributed Ll-regularized Linear Classification,Chih-Jen Lin,2018,5
ACM transactions on intelligent systems and technology,Chih-Jen Lin,2011,5
Newton Methods for Convolutional Neural Networks,Chih-Jen Lin,2018,4
The Common-directions Method for Regularized Empirical Risk Minimization.,Chih-Jen Lin,2019,3
An efficient alternating newton method for learning factorization machines,Chih-Jen Lin,2018,3
Large-scale machine learning in distributed environments,Chih-Jen Lin,2012,3
A practical guide to SVM classification (Technical Report),Chih-Jen Lin,2008,3
A fast parallel stochastic gradient method for matrix factorization in shared memory systems,Chih-Jen Lin,2015,2
Experiences and Lessons in Developing Machine Learning and Data Mining Software,Chih-Jen Lin,2013,2
Libsvm: A library for support vector machines.,Chih-Jen Lin,2013,2
Large-scale video summarization using web-image priors,Chih-Jen Lin,2013,2
LIBSVM: A library for support vector machines,Chih-Jen Lin,2011,2
Chih-Jen Lin A Practical Guide to Support Vector Classification,Chih-Jen Lin,2010,2
Libsvm,Chih-Jen Lin,2009,2
LIBSVM: A library for support vector machines.,Chih-Jen Lin,2009,2
Preconditioned conjugate gradient methods in truncated Newton frameworks for large-scale linear classification,Chih-Jen Lin,2018,1
LIBSVM data: Multi-label classification,Chih-Jen Lin,2010,1
A sequential dual method for large scale multi-class linear SVMs,Chih-Jen Lin,2008,1
Production of $\Lambda_ {\mathrm {c}}^{+} $ baryons in proton-proton and lead-lead collisions at ${\sqrt {\smash [b]{s_ {_ {\mathrm {NN}}}}}}= $5.02 TeV,Luigi Calligaris,2019,41
 pairs in proton-proton collisions at ,Luigi Calligaris,2019,17
 8.16 TeV,Luigi Calligaris,2019,15
 13 TeV,Luigi Calligaris,2019,11
W,Luigi Calligaris,2019,9
 events at ,Luigi Calligaris,2019,9
Correlations of azimuthal anisotropy Fourier harmonics in pPb collisions at ${\sqrt {\smash [b]{s_ {_ {\mathrm {NN}}}}}}= $8.16 TeV,Luigi Calligaris,2019,9
Combination of CMS searches for heavy resonances decaying to pairs of bosons or leptons,Luigi Calligaris,2019,7
Production of ,Luigi Calligaris,2019,6
 5.02 TeV,Luigi Calligaris,2019,6
Measurement of electroweak WZ boson production and search for new physics in WZ+ two jets events in pp collisions at s= 13TeV,Luigi Calligaris,2019,6
 pairs in proton-proton collisions at ,Luigi Calligaris,2019,6
 13 TeV,Luigi Calligaris,2019,6
Search for long-lived particles using nonprompt jets and missing transverse momentum with proton-proton collisions at ,Luigi Calligaris,2019,5
Search for the aociated production of the Higg boon and a vector boon in proton-proton colliion at $$\qrt {} $$= 13 TeV via Higg boon decay to τ lepton,Luigi Calligaris,2019,5
 or ,Luigi Calligaris,2019,5
W,Luigi Calligaris,2019,4
Search for supersymmetry with a compressed mass spectrum in the vector boson fusion topology with 1-lepton and 0-lepton final states in proton-proton collisions at $\sqrt {s …,Luigi Calligaris,2019,4
Search for a standard model-like Higgs boson in the mass range between 70 and 110 GeV in the diphoton final state in proton-proton collisions at s= 8 and 13 TeV,Luigi Calligaris,2019,3
Search for the production of four top quarks in the single-lepton and opposite-sign dilepton final states in proton-proton collisions at ,Luigi Calligaris,2019,3
 13 TeV,Luigi Calligaris,2019,3
Search for low-mass quark-antiquark resonances produced in association with a photon at ,Luigi Calligaris,2019,3
"A multi-dimensional search for new heavy resonances decaying to boosted WW, WZ, or ZZ boson pairs in the dijet final state at 13 TeV",Luigi Calligaris,2019,2
Search for Higgs and Z boson decays to ,Luigi Calligaris,2019,2
 or ,Luigi Calligaris,2019,2
 13 TeV,Luigi Calligaris,2019,1
Search for an exotic decay of the Higgs boson to a pair of light pseudoscalars in the final state with two muons and two b quarks in pp collisions at 13 TeV,Luigi Calligaris,2019,1
 baryons in proton-proton and lead-lead collisions at ,Luigi Calligaris,2019,1
Search for dark matter in events with a leptoquark and missing transverse momentum in proton-proton collisions at 13 TeV,Luigi Calligaris,2019,1
Search for the production of W,Luigi Calligaris,2019,1
 13 TeV,Luigi Calligaris,2019,1
Search for vector-like leptons in multilepton final states in proton-proton collisions at ,Luigi Calligaris,2019,1
 13 TeV,Luigi Calligaris,2019,1
Search for Higgs and Z boson decays to J/,Luigi Calligaris,2019,1
 13 TeV,Luigi Calligaris,2019,1
Correlations of azimuthal anisotropy Fourier harmonics in pPb collisions at ,Luigi Calligaris,2019,1
CS 6784 Paper Presentation,Andrew McCallum,2014,387
Learning string alignments for entity aliases,Andrew McCallum,2017,278
Generalizing to unseen entities and entity pairs with row-less universal schema,Andrew McCallum,2016,174
"Chains of reasoning over entities, relations, and text using recurrent neural networks",Andrew McCallum,2016,159
Active bias: Training more accurate neural networks by emphasizing high variance samples,Andrew McCallum,2017,155
Lexicon infused phrase embeddings for named entity resolution,Andrew McCallum,2014,104
Semi-automated De-identification of German Content Sensitive Reports for Big Data Analytics,Andrew McCallum,2017,92
Question answering on knowledge bases and text using universal schema and memory networks,Andrew McCallum,2017,86
Relnet: End-to-end modeling of entities & relations,Andrew McCallum,2017,70
Learning dynamic feature selection for fast sequential prediction,Andrew McCallum,2015,69
Attending to all mention pairs for full abstract biological relation extraction,Andrew McCallum,2017,63
Improved representation learning for predicting commonsense ontologies,Andrew McCallum,2017,59
Distributional inclusion vector embedding for unsupervised hypernymy detection,Andrew McCallum,2017,52
Fast and accurate sequence labeling with iterated dilated convolutions,Andrew McCallum,2017,49
Hierarchical losses and new resources for fine-grained entity typing and linking,Andrew McCallum,2018,43
Training structured prediction energy networks with indirect supervision,Andrew McCallum,2018,40
Syntax Helps ELMo Understand Semantics: Is Syntax Still Relevant in a Deep Neural Architecture for SRL?,Andrew McCallum,2018,37
Simultaneously self-attending to all mentions for full-abstract biological relation extraction,Andrew McCallum,2018,37
Reports on the 2015 AAAI Spring Symposium Series,Andrew McCallum,2015,31
Low-Rank Hidden State Embeddings for Viterbi Sequence Labeling,Andrew McCallum,2017,30
Go for a walk and arrive at the answer: Reasoning over paths in knowledge bases using reinforcement learning,Andrew McCallum,2017,29
Joint Probabilistic Reasoning About Coreference and Relations of Univeral Schema,Andrew McCallum,2017,25
Linguistically-informed self-attention for semantic role labeling,Andrew McCallum,2018,24
Building Dynamic Knowledge Graphs from Text using Machine Reading Comprehension,Andrew McCallum,2018,23
Embedded Representations of Lexical and Knowledge-Base Semantics,Andrew McCallum,2015,23
Learning soft linear constraints with application to citation field extraction,Andrew McCallum,2014,23
Efficient graph-based word sense induction by distributional inclusion vector embeddings,Andrew McCallum,2018,20
Call for Discussion: Building a New Standard Dataset for Relation Extraction Tasks,Andrew McCallum,2016,20
Bethe projections for non-local inference,Andrew McCallum,2015,19
Dependency parsing with dilated iterated graph CNNs,Andrew McCallum,2017,18
Probabilistic embedding of knowledge graphs with box lattice measures,Andrew McCallum,2018,16
Semeval 2017 task 10: Scienceie-extracting keyphrases and relations from scientific publications,Andrew McCallum,2017,16
Gradient-based hierarchical clustering,Andrew McCallum,2017,16
Learning a natural language interface with neural programmer,Andrew McCallum,2016,12
Structured prediction energy networks,Andrew McCallum,2016,12
Ask the gru: Multi-task learning for deep text recommendations,Andrew McCallum,2016,11
Efficient non-parametric estimation of multiple embeddings per word in vector space,Andrew McCallum,2015,11
Automatically extracting action graphs from materials science synthesis procedures,Andrew McCallum,2017,9
Compositional vector space models for knowledge base inference,Andrew McCallum,2015,9
Integrating User Feedback under Identity Uncertainty in Knowledge Base Construction,Andrew McCallum,2018,7
Materials synthesis insights from scientific literature via text extraction and machine learning,Andrew McCallum,2017,7
Embedded-State Latent Conditional Random Fields for Sequence Labeling,Andrew McCallum,2018,6
An online hierarchical algorithm for extreme clustering,Andrew McCallum,2017,6
Building Knowledge Bases with Universal Schema: Cold Start and Slot-Filling Approaches.,Andrew McCallum,2015,6
Energy and Policy Considerations for Deep Learning in NLP,Andrew McCallum,2019,5
Proceedings of the Workshop on Extracting Structured Knowledge from Scientific Publications,Andrew McCallum,2019,5
Inorganic Materials Synthesis Planning with Literature-Trained Neural Networks,Andrew McCallum,2018,5
Compact Representation of Uncertainty in Clustering,Andrew McCallum,2018,5
Fast and accurate entity recognition with iterated dilated convolutions,Andrew McCallum,2017,5
Multilingual relation extraction using compositional universal schema,Andrew McCallum,2015,5
Word representations via gaussian embedding,Andrew McCallum,2014,5
Gradient-based Hierarchical Clustering using Continuous Representations of Trees in Hyperbolic Space,Andrew McCallum,2019,4
Hierarchical Losses and New Resources for Fine-grained Entity Typing and Linking,Andrew McCallum,2018,4
"A systematic classification of knowledge, reasoning, and context within the arc dataset",Andrew McCallum,2018,4
Minimally Supervised Event Argument Extraction using Universal Schema,Andrew McCallum,2014,4
Training for Fast Sequential Prediction Using Dynamic Feature Selection,Andrew McCallum,2014,4
The Materials Science Procedural Text Corpus: Annotating Materials Synthesis Procedures with Shallow Semantic Structures,Andrew McCallum,2019,3
OpenKI: Integrating Open Information Extraction and Knowledge Bases with Relation Inference,Andrew McCallum,2019,3
Unsupervised latent tree induction with deep inside-outside recursive autoencoders,Andrew McCallum,2019,3
"Search-Guided, Lightly-supervised Training of Structured Prediction Energy Networks",Andrew McCallum,2018,3
An Interface for Annotating Science Questions,Andrew McCallum,2018,3
Finer grained entity typing with typenet,Andrew McCallum,2017,3
Row-less universal schema,Andrew McCallum,2016,3
Extracting Multilingual Relations under Limited Resources: TAC 2016 Cold-Start KB construction and Slot-Filling using Compositional Universal Schema.,Andrew McCallum,2016,3
Smoothing the Geometry of Probabilistic Box Embeddings,Andrew McCallum,2018,2
A hierarchical algorithm for extreme clustering,Andrew McCallum,2017,2
Reinforcement Learning with Hidden State,Andrew McCallum,2016,2
Incorporating selectional preferences in multi-hop relation extraction,Andrew McCallum,2016,2
Supervised Hierarchical Clustering with Exponential Linkage,Andrew McCallum,2019,1
Paper Matching with Local Fairness Constraints,Andrew McCallum,2019,1
Multi-step retriever-reader interaction for scalable open-domain question answering,Andrew McCallum,2019,1
Marginal Likelihood Training of BiLSTM-CRF for Biomedical Named Entity Recognition from Disjoint Label Sets,Andrew McCallum,2018,1
Machine-learned and codified synthesis parameters of oxide materials,Andrew McCallum,2017,1
End-to-end learning for structured prediction energy networks,Andrew McCallum,2017,1
Predicting chemical protein relations with biaffine relation attention networks,Andrew McCallum,2017,1
Search for new phenomena in dijet events using ,Jingdan Zhang,2017,716
Evolution of the reactor antineutrino flux and spectrum at Daya Bay,Jingdan Zhang,2017,431
 Cross Section at Center-of-Mass Energies from 3.77 to 4.60 GeV,Jingdan Zhang,2016,431
Multiplexer circuit for a digital to analog converter,Jingdan Zhang,2018,284
Multiplexer circuit for a digital to analog converter,Jingdan Zhang,2018,240
Dynamic vs. static pricing in a supply chain with advertising,Jingdan Zhang,2017,240
Measurements of top-quark pair differential cross-sections in the lepton+jets channel in pp collisions at ,Jingdan Zhang,2016,220
Determination of the number of J/ψ events with inclusive J/ψ decays,Jingdan Zhang,2016,207
An improved underground cosmic-ray detector made of RPCs,Jingdan Zhang,2017,186
Search for new high-mass phenomena in the dilepton final state using 36 fb−1 of proton-proton collision data at ,Jingdan Zhang,2017,174
Cloud-Based Processing of Medical Imaging Data,Jingdan Zhang,2016,172
Time-interleaved high-speed digital-to-analog converter (DAC) architecture with spur calibration,Jingdan Zhang,2017,171
Revisiting the ,Jingdan Zhang,2017,166
A Systematic Classification for HVAC Systems and Components,Jingdan Zhang,2017,163
Luminosity measurements for the R scan experiment at BESIII,Jingdan Zhang,2017,154
Combined fit to the ,Jingdan Zhang,2017,149
The detector system of the Daya Bay reactor neutrino experiment,Jingdan Zhang,2015,130
Insulation defect detection of high voltage generator stator core,Jingdan Zhang,2017,122
 and ,Jingdan Zhang,2017,121
Measurement of Long-Range Near-Side Two-Particle Angular Correlations in ,Jingdan Zhang,2016,116
 using the ATLAS detector,Jingdan Zhang,2016,112
Energy Cost Impact of Non-Residential Energy Code Requirements,Jingdan Zhang,2016,108
 at BESIII,Jingdan Zhang,2015,108
A characterization for asymptotic dimension growth,Jingdan Zhang,2018,98
Method and system of deterministic fatigue life prediction for rotor materials,Jingdan Zhang,2016,97
e+e-→π+π-ψ(3686) line shape,Jingdan Zhang,2017,84
(4390),Jingdan Zhang,2017,74
Segmentation of a calcified blood vessel,Jingdan Zhang,2016,71
Resonant parameters of ,Jingdan Zhang,2017,70
A RPC test station based on ROOT and VME,Jingdan Zhang,2016,66
A four point characterisation for coarse median spaces,Jingdan Zhang,2017,64
 and search for the transition ,Jingdan Zhang,2016,64
Precise Measurement of the ,Jingdan Zhang,2016,62
 with the ATLAS detector,Jingdan Zhang,2017,56
Evidence of Two Resonant Structures in ,Jingdan Zhang,2016,56
Measurement of electron antineutrino oscillation based on 1230 days of operation of the Daya Bay experiment,Jingdan Zhang,2016,55
 with ,Jingdan Zhang,2016,54
Measurement of higher-order multipole amplitudes in ,Jingdan Zhang,2016,52
Developing Commercial Code Precalculated Packages,Jingdan Zhang,2016,52
Method and system for segmentation of the liver in magnetic resonance images using multi-channel features,Jingdan Zhang,2016,48
Jet energy scale and resolution in the CMS experiment in pp collisions at 8 TeV,Jingdan Zhang,2016,45
Observation of pseudoscalar and tensor resonances in ,Jingdan Zhang,2016,42
"Identification of boosted, hadronically decaying W bosons and comparisons with ATLAS data taken at ",Jingdan Zhang,2015,42
 Collisions at ,Jingdan Zhang,2016,41
Study of ,Jingdan Zhang,2015,34
Improved measurement of the reactor antineutrino flux and spectrum at Daya Bay,Jingdan Zhang,2016,33
Segmentation of a structure,Jingdan Zhang,2016,33
System and method for prediction of respiratory motion from 3D thoracic images,Jingdan Zhang,2016,33
Supply chain pricing and coordination with markdown strategy in the presence of conspicuous consumers,Jingdan Zhang,2016,31
Construction of entropy-based prior and posterior probability distributions with partial information for fatigue damage prognostics,Jingdan Zhang,2016,28
 collision data collected at ,Jingdan Zhang,2017,26
Measurements of the center-of-mass energies at BESIII via the di-muon process,Jingdan Zhang,2016,26
The effect of the alliance between manufacturer and weak retailer on supply chain performance,Jingdan Zhang,2017,15
Database-guided method for detecting a mineral layer from seismic survey data,Jingdan Zhang,2015,12
"System and method for identification, grouping and sizing of embedded flaws in rotor components using ultrasonic inspection",Jingdan Zhang,2017,10
Strategic technology licensing in a supply chain,Jingdan Zhang,2018,7
Quality improvement and pricing with reference quality effect,Jingdan Zhang,2017,6
Contract design in reverse recycling supply chain with waste cooking oil under asymmetric cost information,Jingdan Zhang,2018,5
Optimal pricing on an age-specific inventory system for perishable items,Jingdan Zhang,2017,5
 of ,Jingdan Zhang,2017,5
A quasi-local characterisation of Lp-Roe algebras,Jingdan Zhang,2019,4
Clock skew suppression for time-interleaved clocks,Jingdan Zhang,2019,4
Final Energy Savings Analysis of the Proposed NYStretch-Energy Code 2018,Jingdan Zhang,2019,4
Quasi-locality and Property A,Jingdan Zhang,2018,4
 TeV with the ATLAS detector,Jingdan Zhang,2017,4
Relative Credits for Extra Efficiency Code Measures,Jingdan Zhang,2019,3
A four point characterisation for coarse median spaces,Jingdan Zhang,2018,3
Cooperative advertising: A way escaping from the prisoner’s dilemma in a supply chain with sticky price,Jingdan Zhang,2019,2
Envelope Air Tightness for Commercial Buildings,Jingdan Zhang,2018,2
Extreme cases of limit operator theory on metric spaces,Jingdan Zhang,2018,2
Multi-segmented all logic DAC,Jingdan Zhang,2018,2
Coarse median algebras: The intrinsic geometry of coarse median spaces and their intervals,Jingdan Zhang,2018,2
